TreeID,Family,Genus,species,DBH,Xutm,Yutm
"204150",Annonaceae,Oxandra,asbeckii,1.3,285603.105556,581515.016
"204151",Chrysobalanaceae,Licania,canescens,1.8,285603.35512415,581514.8811
"204152",Meliaceae,Trichilia,schomburgkii,1.4,285603.06644565,581515.8411
"204154",Apocynaceae,Aspidosperma,cruentum,1.2,285602.7107175,581516.67655
"204156",Annonaceae,Oxandra,asbeckii,1.1,285603.430559875,581516.36785
"204157",Moraceae,Brosimum,utile,1,285603.8617275,581517.01915
"204158",Calophyllaceae,Caraipa,densifolia,1.3,285604.4567816,581516.7779
"204159",Annonaceae,Oxandra,asbeckii,1.5,285604.821815,581516.259
"204166",Sapotaceae,Pouteria,bangii,1,285605.015484,581514.2248
"204167",Rhizophoraceae,Cassipourea,guianensis,2.7,285604.8813874,581513.9757
"204182",Fabaceae,Inga,gracilifolia,1.2,285604.9065765,581507.28925
"204184",Sapindaceae,Talisia,hexaphylla,1.1,285604.7529293,581507.4527
"204185",Lecythidaceae,Eschweilera,sagotiana,2.9,285604.8674513,581508.11435
"204186",Myristicaceae,Virola,michelii,4.5,285604.427025,581507.1465
"204187",Annonaceae,Oxandra,asbeckii,2,285604.2807793,581509.7178
"204188",Myristicaceae,Virola,michelii,3.2,285604.2230427,581509.9098
"204189",Lecythidaceae,Eschweilera,sagotiana,1.8,285604.74078095,581510.2731
"204190",Myristicaceae,Iryanthera,hostmannii,11.61831085,285603.4762636,581508.2232
"204191",Lecythidaceae,Eschweilera,coriacea,34.53662265,285601.9378385,581511.949
"204192",Chrysobalanaceae,Licania,membranacea,22.28169203,285603.7872105,581514.48675
"204193",Vochysiaceae,Qualea,rosea,17.82535363,285598.58722625,581514.40325
"204194",Meliaceae,Trichilia,schomburgkii,3,285602.73943795,581496.0801
"204195",Annonaceae,Oxandra,asbeckii,1.8,285602.6909793,581496.58865
"204196",Chrysobalanaceae,Licania,canescens,8,285603.111744,581497.96905
"204197",Annonaceae,Oxandra,asbeckii,2.9,285602.6126401,581498.23885
"204198",Celastraceae,Cheiloclinium,cognatum,2.7,285603.1787764,581498.0936
"204200",Fabaceae,Inga,longiflora,4.6,285604.9094553,581504.1523
"204201",Sapindaceae,Talisia,guianensis,3.2,285602.184878,581504.178
"204202",Annonaceae,Oxandra,asbeckii,7.2,285602.31993795,581503.38145
"204203",Lauraceae,Licaria,debilis,1.8,285603.104821,581505.2886
"204203",Lauraceae,Licaria,debilis,1.7,285603.104821,581505.2886
"204203",Lauraceae,Licaria,debilis,3.2,285603.104821,581505.2886
"204206",Clusiaceae,Tovomita,obovata,1.1,285603.67194885,581504.0977
"204207",Violaceae,Paypayrola,hulkiana,1.7,285604.1896595,581504.461
"204208",Calophyllaceae,Caraipa,densifolia,3,285604.572328725,581505.62085
"204213",Clusiaceae,Symphonia,"sp,1",3.8,285607.0203845,581503.73475
"204214",Chrysobalanaceae,Hirtella,glandulosa,1.7,285607.61539,581503.4935
"204215",Sapotaceae,Pouteria,jenmanii,1.1,285605.9468012,581502.7876
"204218",Chrysobalanaceae,Licania,canescens,1.2,285608.69278095,581500.25805
"204224",Violaceae,Paypayrola,hulkiana,1.3,285609.4433275,581497.76205
"204225",Myristicaceae,Virola,michelii,1.8,285609.2123901,581498.53005
"204226",Lecythidaceae,Eschweilera,sagotiana,9.5,285609.3371603,581498.4626
"204227",Myristicaceae,Iryanthera,hostmanii,1.1,285606.1630664,581497.2039
"204228",Violaceae,Paypayrola,hulkiana,1.1,285604.646208,581498.42585
"204229",Annonaceae,Oxandra,asbeckii,12.25493062,285602.10424625,581498.1921
"204230",Lecythidaceae,Eschweilera,congestiflora,36.60563691,285602.660089575,581498.77595
"204231",Annonaceae,Oxandra,asbeckii,13.68732511,285600.872025975,581502.63665
"204232",Clusiaceae,Platonia,insignis,39.152116,285602.20249125,581505.85675
"204233",Fabaceae,Bocoa,prouacensis,23.23662169,285604.900154625,581503.83575
"204236",Sapindaceae,Talisia,simaboides,2.7,285605.972102875,581486.37375
"204237",Rhizophoraceae,Cassipourea,guianensis,1.1,285606.182452225,581487.06395
"204238",Chrysobalanaceae,Licania,ovalifolia,1.1,285606.8825922,581487.1678
"204239",Burseraceae,Protium,sagotianum,1.5,285607.37135235,581487.6271
"204240",Metteniusaceae,Poraqueiba,guianensis,1.3,285606.1814228,581488.1096
"204241",Ochnaceae,Lacunaria,jenmanii,2.7,285605.33794945,581487.4401
"204242",Vochysiaceae,Qualea,rosea,3.5,285607.3806357,581487.94365
"204243",Chrysobalanaceae,Licania,alba,3.3,285606.4020868,581488.0707
"204244",Sapindaceae,Talisia,simaboides,2.6,285605.2884526,581488.9943
"204246",Vochysiaceae,Qualea,rosea,1.2,285604.895584375,581488.56355
"204247",Lecythidaceae,Eschweilera,sagotiana,2.2,285604.971889025,581489.00465
"204250",Salicaceae,Casearia,"sp,B CAY-ATDN",2.1,285606.792920625,581490.59275
"204251",Malvaceae,Catostemma,fragrans,2,285605.3049717,581491.7187
"204253",Sapindaceae,Talisia,megaphylla,8.5,285605.50707185,581491.0467
"204254",Sapotaceae,Chrysophyllum,sanguinolentum,2,285606.0340069,581491.72655
"204255",Sapotaceae,Micropholis,egensis,1.2,285606.4949278,581491.2362
"204256",Peraceae,Pogonophora,schomburgkiana,4.6,285608.087042,581491.501
"204257",Lecythidaceae,Gustavia,hexapetala,1.4,285608.24067915,581491.33755
"204258",Fabaceae,Inga,marginata,1,285606.139192375,581492.07165
"204259",Clusiaceae,Tovomita,obovata,5.8,285604.2490588,581492.4503
"204261",Annonaceae,Anaxagorea,dolichocarpa,2.6,285604.3037585,581495.39525
"204262",Sapotaceae,Pouteria,guianensis,4.1,285605.233906875,581495.77675
"204263",Vochysiaceae,Qualea,rosea,1.6,285605.32980885,581495.8053
"204264",Celastraceae,Cheiloclinium,cognatum,1.1,285605.3772608,581496.3424
"204265",Clusiaceae,Tovomita,obovata,1.9,285604.9946536,581495.18255
"204265",Clusiaceae,Tovomita,obovata,1.9,285604.9946536,581495.18255
"204266",Peraceae,Pogonophora,schomburgkiana,1.4,285605.801027,581494.58585
