TreeID,Family,Genus,species,DBH,Xutm,Yutm
"191458",Cordiaceae,Cordia,sprucei,1,285498.6903135,581410.701
"191468",Myrtaceae,Eugenia,albicans,1.7,285497.2480978,581408.5556
"191469",Ochnaceae,Lacunaria,crenata,2.6,285496.24266915,581411.54145
"191478",Chrysobalanaceae,Licania,alba,13.05070533,285495.97924845,581408.95195
"191479",Chrysobalanaceae,Couepia,caryophylloides,15.59718442,285498.90410515,581409.2999
"191484",Chrysobalanaceae,Leptobalanus,sprucei,0.9,285492.59560445,581412.54785
"191485",Chrysobalanaceae,Hymenopus,latistipulus,1,285493.05492645,581413.10315
"191487",Sapotaceae,Pouteria,guianensis,2.1,285494.58381789,581416.06951
"191488",Myristicaceae,Iryanthera,hostmannii,7.6,285492.988665,581417.47775
"191489",Lecythidaceae,Gustavia,hexapetala,1.1,285491.758207,581418.78535
"191490",Chrysobalanaceae,Hirtella,racemosa,0.9,285491.7961407,581419.0059
"191491",Sapotaceae,Pradosia,cochlearia,2.9,285490.3380658,581418.9902
"191492",Chrysobalanaceae,Licania,alba,2.4,285490.7974175,581419.5455
"191493",Chrysobalanaceae,Hymenopus,heteromorphus,4.3,285492.97556225,581419.2525
"191494",Clusiaceae,Symphonia,"sp,1",1.3,285493.560787838,581419.217525
"191495",Chrysobalanaceae,Hirtella,bicornis,1.1,285493.58584773,581421.10826
"191496",Simaroubaceae,Homalolepis,cedron,6.1,285494.47361735,581418.4431
"191497",Myristicaceae,Iryanthera,hostmannii,1,285494.7901945,581418.43275
"191498",Chrysobalanaceae,Licania,membranacea,2.6,285496.504840625,581419.67575
"191499",Burseraceae,Protium,opacum,6.5,285496.272336,581415.9446
"191500",Lecythidaceae,Eschweilera,sagotiana,4.1,285496.8817958,581418.21862
"191509",Annonaceae,Oxandra,asbeckii,1.9,285497.87517345,581415.4803
"191510",Simaroubaceae,Homalolepis,cedron,4.5,285497.587571475,581415.39465
"191511",Lecythidaceae,Eschweilera,coriacea,15.59718442,285497.02380576,581414.28512
"191512",Clusiaceae,Tovomita,caloneura,23.23662169,285495.764029525,581415.89785
"191513",Melastomataceae,Mouriri,huberi,28.64788976,285492.9127985,581417.03665
"191515",Annonaceae,Oxandra,asbeckii,1.9,285490.275971,581421.2735
"191516",Meliaceae,Carapa,surinamensis,6.4,285490.409986148,581421.418035
"191517",Lecythidaceae,Lecythis,holcogyne,4.8,285490.88708,581422.711
"191518",Annonaceae,Guatteria,guianensis,2.8,285490.329564758,581423.277365
"191519",Lecythidaceae,Lecythis,persistens,1.3,285491.5540915,581425.00215
"191520",Annonaceae,Oxandra,asbeckii,8.9,285490.248744538,581425.345825
"191521",Meliaceae,Guarea,costata,2.1,285491.74420614,581425.89577
"191522",Fabaceae,Swartzia,panacoco,1.4,285491.7437975,581426.1049
"191523",Lecythidaceae,Eschweilera,sagotiana,1.4,285492.37535888,581426.92072
"191524",Chrysobalanaceae,Licania,alba,1.1,285491.22361283,581427.20551
"191525",Myrtaceae,Eugenia,pseudopsidium,1.1,285491.22442975,581426.78725
"191526",Burseraceae,Protium,sagotianum,1.8,285489.353802825,581426.75335
"191527",Chrysobalanaceae,Licania,membranacea,2.6,285488.932766945,581426.20947
"191528",Peraceae,Pogonophora,schomburgkiana,1.9,285488.84339075,581427.75225
"191529",Burseraceae,Protium,sagotianum,1.3,285488.04616146,581428.24724
"191529",Burseraceae,Protium,sagotianum,1.3,285488.04616146,581428.24724
"191530",Urticaceae,Pourouma,bicolor,1.9,285489.024122925,581428.53845
"191531",Salicaceae,Ryania,speciosa,1.4,285490.06981215,581428.53595
"191532",Chrysobalanaceae,Licania,membranacea,6.4,285492.506743,581428.4246
"191533",Burseraceae,Protium,sagotianum,2.8,285491.9204672,581428.9824
"191534",Rubiaceae,Ixora,ferrea,1.1,285490.703017,581428.51525
"191535",Malvaceae,Catostemma,fragrans,1.7,285490.834804,581429.81
"191536",Meliaceae,Guarea,costata,3.9,285490.67896,581431.0191
"191537",Annonaceae,Oxandra,asbeckii,1.3,285493.4325241,581430.8974
"191538",Chrysobalanaceae,Hymenopus,heteromorphus,2.2,285493.503265818,581429.035215
"191539",Burseraceae,Dacryodes,nitens,1.5,285494.3924117,581425.6381
"191540",Lauraceae,Ocotea,nigra,1.7,285496.4837018,581425.6331
"191544",Sapotaceae,Pouteria,guianensis,52.83944111,285490.382883175,581420.57295
"191545",Lecythidaceae,Eschweilera,sagotiana,11.77746579,285489.740745,581420.2771
"191547",Myristicaceae,Virola,michelii,27.05634033,285491.8237717,581424.4547
"191548",Fabaceae,Recordoxylon,speciosum,54.90845537,285489.307922413,581425.693425
"191549",Vochysiaceae,Qualea,rosea,11.14084602,285489.487620125,581427.00245
"191550",Annonaceae,Annona,foetida,12.73239545,285492.893296188,581426.970325
"191552",Fabaceae,Inga,loubryana,31.51267873,285494.4703289,581425.03355
"191555",Lecythidaceae,Eschweilera,sagotiana,2.2,285488.83439407,581432.35311
"191556",Meliaceae,Guarea,costata,3.4,285488.30643517,581432.50978
"191557",Sapindaceae,Talisia,guianensis,2,285488.516560625,581432.99085
"191558",Sapotaceae,Pouteria,melanopoda,3.5,285488.910082613,581432.898775
"191558",Sapotaceae,Pouteria,melanopoda,1.3,285488.910082613,581432.898775
"191559",Lecythidaceae,Lecythis,persistens,7.5,285488.175693723,581435.609615
"191560",Chrysobalanaceae,Licania,membranacea,1.5,285487.35048358,581435.67778
"191561",Lecythidaceae,Eschweilera,sagotiana,1.8,285486.086651988,581434.359835
"191562",Annonaceae,Oxandra,asbeckii,4.3,285486.925346,581437.2252
"191564",Annonaceae,Oxandra,asbeckii,6.4,285485.63520448,581439.56132
"191565",Rubiaceae,Palicourea,quadrifolia,2.1,285488.01601985,581438.80545
"191566",Simaroubaceae,Homalolepis,cedron,10.5,285492.379829325,581439.58165
"191567",Fabaceae,Recordoxylon,speciosum,1.1,285492.85026285,581439.40785
"191568",Lecythidaceae,Eschweilera,sagotiana,4.5,285492.09614635,581437.4047
"191569",Chrysobalanaceae,Hymenopus,heteromorphus,12,285494.560175,581438.243
"191570",Lecythidaceae,Eschweilera,sagotiana,2.9,285493.62487372,581435.66278
"191571",Meliaceae,Trichilia,schomburgkii,9.6,285489.807935,581434.94475
"191572",Fabaceae,Inga,loubryana,25.78310078,285489.95478875,581433.4191
"191574",Lecythidaceae,Lecythis,persistens,11.4591559,285491.295124875,581434.86445
"191575",Burseraceae,Protium,giganteum,11.93662073,285491.7995035,581437.0025
"191576",Peraceae,Chaetocarpus,schomburgkianus,25.46479089,285487.81930275,581436.3405
"191577",Clusiaceae,Tovomita,"Indet,",12.73239545,285485.0945501,581436.3662
"191578",Fabaceae,Recordoxylon,speciosum,34.37746771,285484.744876725,581438.56385
"191579",Meliaceae,Trichilia,schomburgkii,12.5732405,285487.1999788,581439.0856
"191580",Annonaceae,Oxandra,asbeckii,5.3,285483.66402535,581441.7993
"191581",Annonaceae,Oxandra,asbeckii,1.7,285484.179401875,581443.20825
"191582",Peraceae,Pogonophora,schomburgkiana,1.8,285482.8878049,581446.276325
"191583",Annonaceae,Unonopsis,guatterioides,2.1,285484.211323125,581446.56575
"191584",Annonaceae,Anaxagorea,dolichocarpa,2.8,285482.809279885,581447.19457
"191585",Sapindaceae,Talisia,guianensis,1.1,285483.230407925,581447.73845
"191586",Lecythidaceae,Eschweilera,sagotiana,3.9,285485.322281035,581447.628885
